
========== OUTPUT ==========
TaskID	JobID	STATUS	DatacenterID	SlotID	Time	Start Time	Finish Time
24569	914	REDUCE	SUCCESS	2	19882	20	17334	17354
24570	914	REDUCE	SUCCESS	2	19883	20	17334	17354
24571	914	REDUCE	SUCCESS	2	19886	20	17334	17354
24572	914	REDUCE	SUCCESS	2	19887	20	17334	17354
24581	916	REDUCE	SUCCESS	2	19890	20	17338	17358
24582	916	REDUCE	SUCCESS	2	19891	20	17338	17358
24583	916	REDUCE	SUCCESS	2	19894	20	17338	17358
24584	916	REDUCE	SUCCESS	2	19895	20	17338	17358
24585	916	REDUCE	SUCCESS	2	19898	20	17338	17358
24586	916	REDUCE	SUCCESS	2	19899	20	17338	17358
24588	917	REDUCE	SUCCESS	2	19902	20	17342	17362
24589	917	REDUCE	SUCCESS	2	19903	20	17342	17362
24590	917	REDUCE	SUCCESS	2	19906	20	17342	17362
24591	917	REDUCE	SUCCESS	2	19907	20	17342	17362
24592	917	REDUCE	SUCCESS	2	19910	20	17342	17362
24593	917	REDUCE	SUCCESS	2	19911	20	17342	17362
24595	918	REDUCE	SUCCESS	2	19914	20	17348	17368
24596	918	REDUCE	SUCCESS	2	19915	20	17348	17368
24597	918	REDUCE	SUCCESS	2	19918	20	17348	17368
24598	918	REDUCE	SUCCESS	2	19919	20	17348	17368
24599	918	REDUCE	SUCCESS	2	19922	20	17348	17368
24600	918	REDUCE	SUCCESS	2	19923	20	17348	17368
24601	919	MAP	SUCCESS	2	20512	97	17276	17373
24608	920	MAP	SUCCESS	2	18517	98	17286	17384
24615	921	MAP	SUCCESS	2	18521	100	17292	17392
24602	919	REDUCE	SUCCESS	2	19926	20	17373	17393
24603	919	REDUCE	SUCCESS	2	19927	20	17373	17393
24604	919	REDUCE	SUCCESS	2	19930	20	17373	17393
24605	919	REDUCE	SUCCESS	2	19931	20	17373	17393
24606	919	REDUCE	SUCCESS	2	19934	20	17373	17393
24607	919	REDUCE	SUCCESS	2	19935	20	17373	17393
24629	923	MAP	SUCCESS	2	20525	95	17299	17394
24622	922	MAP	SUCCESS	2	19521	104	17297	17401
24609	920	REDUCE	SUCCESS	2	19938	20	17384	17404
24610	920	REDUCE	SUCCESS	2	19939	20	17384	17404
24611	920	REDUCE	SUCCESS	2	19942	20	17384	17404
24612	920	REDUCE	SUCCESS	2	19943	20	17384	17404
24613	920	REDUCE	SUCCESS	2	19946	20	17384	17404
24614	920	REDUCE	SUCCESS	2	19947	20	17384	17404
24636	924	MAP	SUCCESS	2	18532	105	17300	17405
24643	925	MAP	SUCCESS	2	19545	97	17309	17406
24616	921	REDUCE	SUCCESS	2	19950	20	17392	17412
24617	921	REDUCE	SUCCESS	2	19951	20	17392	17412
24618	921	REDUCE	SUCCESS	2	19954	20	17392	17412
24619	921	REDUCE	SUCCESS	2	19955	20	17392	17412
24620	921	REDUCE	SUCCESS	2	19958	20	17392	17412
24621	921	REDUCE	SUCCESS	2	19959	20	17392	17412
24630	923	REDUCE	SUCCESS	2	19962	20	17394	17414
24631	923	REDUCE	SUCCESS	2	19963	20	17394	17414
24632	923	REDUCE	SUCCESS	2	19966	20	17394	17414
24633	923	REDUCE	SUCCESS	2	19967	20	17394	17414
24634	923	REDUCE	SUCCESS	2	19970	20	17394	17414
24635	923	REDUCE	SUCCESS	2	19971	20	17394	17414
24650	926	MAP	SUCCESS	2	18548	103	17317	17420
24623	922	REDUCE	SUCCESS	2	19974	20	17401	17421
24624	922	REDUCE	SUCCESS	2	19975	20	17401	17421
24625	922	REDUCE	SUCCESS	2	19978	20	17401	17421
24626	922	REDUCE	SUCCESS	2	19979	20	17401	17421
24627	922	REDUCE	SUCCESS	2	19982	20	17401	17421
24628	922	REDUCE	SUCCESS	2	19983	20	17401	17421
24657	927	MAP	SUCCESS	2	19561	101	17322	17423
24637	924	REDUCE	SUCCESS	2	19986	20	17405	17425
24638	924	REDUCE	SUCCESS	2	19987	20	17405	17425
24639	924	REDUCE	SUCCESS	2	19990	20	17405	17425
24640	924	REDUCE	SUCCESS	2	19991	20	17405	17425
24641	924	REDUCE	SUCCESS	2	19994	20	17405	17425
24642	924	REDUCE	SUCCESS	2	19995	20	17405	17425
24664	928	MAP	SUCCESS	2	18569	101	17324	17425
24644	925	REDUCE	SUCCESS	2	19998	20	17406	17426
24645	925	REDUCE	SUCCESS	2	19999	20	17406	17426
24646	925	REDUCE	SUCCESS	2	20002	20	17406	17426
24647	925	REDUCE	SUCCESS	2	20003	20	17406	17426
24648	925	REDUCE	SUCCESS	2	20006	20	17406	17426
24649	925	REDUCE	SUCCESS	2	20007	20	17406	17426
24671	929	MAP	SUCCESS	2	18573	96	17332	17428
24678	930	MAP	SUCCESS	2	19604	99	17335	17434
24651	926	REDUCE	SUCCESS	2	20010	20	17420	17440
24652	926	REDUCE	SUCCESS	2	20011	20	17420	17440
24653	926	REDUCE	SUCCESS	2	20014	20	17420	17440
24654	926	REDUCE	SUCCESS	2	20015	20	17420	17440
24655	926	REDUCE	SUCCESS	2	20018	20	17420	17440
24656	926	REDUCE	SUCCESS	2	20019	20	17420	17440
24692	932	MAP	SUCCESS	2	19621	97	17343	17440
24685	931	MAP	SUCCESS	2	20616	100	17341	17441
24658	927	REDUCE	SUCCESS	2	20022	20	17423	17443
24659	927	REDUCE	SUCCESS	2	20023	20	17423	17443
24660	927	REDUCE	SUCCESS	2	20026	20	17423	17443
24661	927	REDUCE	SUCCESS	2	20027	20	17423	17443
24662	927	REDUCE	SUCCESS	2	20030	20	17423	17443
24663	927	REDUCE	SUCCESS	2	20031	20	17423	17443
24665	928	REDUCE	SUCCESS	2	20034	20	17425	17445
24666	928	REDUCE	SUCCESS	2	20035	20	17425	17445
24667	928	REDUCE	SUCCESS	2	20038	20	17425	17445
24668	928	REDUCE	SUCCESS	2	20039	20	17425	17445
24669	928	REDUCE	SUCCESS	2	20042	20	17425	17445
24670	928	REDUCE	SUCCESS	2	20043	20	17425	17445
24672	929	REDUCE	SUCCESS	2	20046	20	17428	17448
24673	929	REDUCE	SUCCESS	2	20047	20	17428	17448
24674	929	REDUCE	SUCCESS	2	20050	20	17428	17448
24675	929	REDUCE	SUCCESS	2	20051	20	17428	17448
24676	929	REDUCE	SUCCESS	2	20054	20	17428	17448
24677	929	REDUCE	SUCCESS	2	20055	20	17428	17448
24713	935	MAP	SUCCESS	2	18632	98	17352	17450
24679	930	REDUCE	SUCCESS	2	20058	20	17434	17454
24680	930	REDUCE	SUCCESS	2	20059	20	17434	17454
24681	930	REDUCE	SUCCESS	2	20062	20	17434	17454
24682	930	REDUCE	SUCCESS	2	20063	20	17434	17454
24683	930	REDUCE	SUCCESS	2	20066	20	17434	17454
24684	930	REDUCE	SUCCESS	2	20067	20	17434	17454
24720	936	MAP	SUCCESS	2	20632	100	17357	17457
24693	932	REDUCE	SUCCESS	2	20070	20	17440	17460
24694	932	REDUCE	SUCCESS	2	20071	20	17440	17460
24695	932	REDUCE	SUCCESS	2	20074	20	17440	17460
24696	932	REDUCE	SUCCESS	2	20075	20	17440	17460
24697	932	REDUCE	SUCCESS	2	20078	20	17440	17460
24698	932	REDUCE	SUCCESS	2	20079	20	17440	17460
24686	931	REDUCE	SUCCESS	2	20082	20	17441	17461
24687	931	REDUCE	SUCCESS	2	20083	20	17441	17461
24688	931	REDUCE	SUCCESS	2	20086	20	17441	17461
24689	931	REDUCE	SUCCESS	2	20087	20	17441	17461
24690	931	REDUCE	SUCCESS	2	20090	20	17441	17461
24691	931	REDUCE	SUCCESS	2	20091	20	17441	17461
24741	939	MAP	SUCCESS	2	17636	95	17373	17468
24714	935	REDUCE	SUCCESS	2	20094	20	17450	17470
24715	935	REDUCE	SUCCESS	2	20095	20	17450	17470
24716	935	REDUCE	SUCCESS	2	20098	20	17450	17470
24717	935	REDUCE	SUCCESS	2	20099	20	17450	17470
24718	935	REDUCE	SUCCESS	2	20102	20	17450	17470
24719	935	REDUCE	SUCCESS	2	20103	20	17450	17470
24721	936	REDUCE	SUCCESS	2	20106	20	17457	17477
24722	936	REDUCE	SUCCESS	2	20107	20	17457	17477
24723	936	REDUCE	SUCCESS	2	20110	20	17457	17477
24724	936	REDUCE	SUCCESS	2	20111	20	17457	17477
24725	936	REDUCE	SUCCESS	2	20114	20	17457	17477
24726	936	REDUCE	SUCCESS	2	20115	20	17457	17477
24742	939	REDUCE	SUCCESS	2	20118	20	17468	17488
24743	939	REDUCE	SUCCESS	2	20119	20	17468	17488
24744	939	REDUCE	SUCCESS	2	20122	20	17468	17488
24745	939	REDUCE	SUCCESS	2	20123	20	17468	17488
24746	939	REDUCE	SUCCESS	2	20126	20	17468	17488
24747	939	REDUCE	SUCCESS	2	20127	20	17468	17488
24756	941	MAP	SUCCESS	2	18640	97	17391	17488
24760	941	MAP	SUCCESS	2	19661	97	17391	17488
24758	941	MAP	SUCCESS	2	18652	99	17391	17490
24755	941	MAP	SUCCESS	2	17637	100	17391	17491
24757	941	MAP	SUCCESS	2	19641	100	17391	17491
24759	941	MAP	SUCCESS	2	18657	102	17391	17493
24767	942	MAP	SUCCESS	2	19676	105	17391	17496
24781	944	MAP	SUCCESS	2	18685	102	17406	17508
24802	947	MAP	SUCCESS	2	18696	97	17414	17511
24761	941	REDUCE	SUCCESS	2	20130	21	17493	17514
24762	941	REDUCE	SUCCESS	2	20131	21	17493	17514
24763	941	REDUCE	SUCCESS	2	20134	21	17493	17514
24764	941	REDUCE	SUCCESS	2	20135	21	17493	17514
24765	941	REDUCE	SUCCESS	2	20138	21	17493	17514
24766	941	REDUCE	SUCCESS	2	20139	21	17493	17514
24788	945	MAP	SUCCESS	2	20685	105	17409	17514
24768	942	REDUCE	SUCCESS	2	20142	20	17496	17516
24769	942	REDUCE	SUCCESS	2	20143	20	17496	17516
24770	942	REDUCE	SUCCESS	2	20146	20	17496	17516
24771	942	REDUCE	SUCCESS	2	20147	20	17496	17516
24772	942	REDUCE	SUCCESS	2	20150	20	17496	17516
24773	942	REDUCE	SUCCESS	2	20151	20	17496	17516
24782	944	REDUCE	SUCCESS	2	20154	20	17508	17528
24783	944	REDUCE	SUCCESS	2	20155	20	17508	17528
24784	944	REDUCE	SUCCESS	2	20158	20	17508	17528
24785	944	REDUCE	SUCCESS	2	20159	20	17508	17528
24786	944	REDUCE	SUCCESS	2	20162	20	17508	17528
24787	944	REDUCE	SUCCESS	2	20163	20	17508	17528
24803	947	REDUCE	SUCCESS	2	20166	20	17511	17531
24804	947	REDUCE	SUCCESS	2	20167	20	17511	17531
24805	947	REDUCE	SUCCESS	2	20170	20	17511	17531
24806	947	REDUCE	SUCCESS	2	20171	20	17511	17531
24807	947	REDUCE	SUCCESS	2	20174	20	17511	17531
24808	947	REDUCE	SUCCESS	2	20175	20	17511	17531
24823	950	MAP	SUCCESS	2	18704	99	17433	17532
24789	945	REDUCE	SUCCESS	2	20178	20	17514	17534
24790	945	REDUCE	SUCCESS	2	20179	20	17514	17534
24791	945	REDUCE	SUCCESS	2	20182	20	17514	17534
24792	945	REDUCE	SUCCESS	2	20183	20	17514	17534
24793	945	REDUCE	SUCCESS	2	20186	20	17514	17534
24794	945	REDUCE	SUCCESS	2	20187	20	17514	17534
24816	949	MAP	SUCCESS	2	20701	103	17431	17534
24837	952	MAP	SUCCESS	2	19720	96	17438	17534
24844	953	MAP	SUCCESS	2	18721	101	17448	17549
24824	950	REDUCE	SUCCESS	2	20190	20	17532	17552
24825	950	REDUCE	SUCCESS	2	20191	20	17532	17552
24826	950	REDUCE	SUCCESS	2	20194	20	17532	17552
24827	950	REDUCE	SUCCESS	2	20195	20	17532	17552
24828	950	REDUCE	SUCCESS	2	20198	20	17532	17552
24829	950	REDUCE	SUCCESS	2	20199	20	17532	17552
24817	949	REDUCE	SUCCESS	2	20202	20	17534	17554
24818	949	REDUCE	SUCCESS	2	20203	20	17534	17554
24819	949	REDUCE	SUCCESS	2	20206	20	17534	17554
24820	949	REDUCE	SUCCESS	2	20207	20	17534	17554
24821	949	REDUCE	SUCCESS	2	20210	20	17534	17554
24822	949	REDUCE	SUCCESS	2	20211	20	17534	17554
24838	952	REDUCE	SUCCESS	2	20214	20	17534	17554
24839	952	REDUCE	SUCCESS	2	20215	20	17534	17554
24840	952	REDUCE	SUCCESS	2	20218	20	17534	17554
24841	952	REDUCE	SUCCESS	2	20219	20	17534	17554
24842	952	REDUCE	SUCCESS	2	20222	20	17534	17554
24843	952	REDUCE	SUCCESS	2	20223	20	17534	17554
24858	955	MAP	SUCCESS	2	20721	98	17463	17561
24865	956	MAP	SUCCESS	2	19736	98	17468	17566
24845	953	REDUCE	SUCCESS	2	20226	20	17549	17569
24846	953	REDUCE	SUCCESS	2	20227	20	17549	17569
24847	953	REDUCE	SUCCESS	2	20230	20	17549	17569
24848	953	REDUCE	SUCCESS	2	20231	20	17549	17569
24849	953	REDUCE	SUCCESS	2	20234	20	17549	17569
24850	953	REDUCE	SUCCESS	2	20235	20	17549	17569
24872	957	MAP	SUCCESS	2	18737	102	17472	17574
24879	958	MAP	SUCCESS	2	19768	103	17473	17576
24886	959	MAP	SUCCESS	2	18769	97	17481	17578
24859	955	REDUCE	SUCCESS	2	20238	20	17561	17581
24860	955	REDUCE	SUCCESS	2	20239	20	17561	17581
24861	955	REDUCE	SUCCESS	2	20242	20	17561	17581
24862	955	REDUCE	SUCCESS	2	20243	20	17561	17581
24863	955	REDUCE	SUCCESS	2	20246	20	17561	17581
24864	955	REDUCE	SUCCESS	2	20247	20	17561	17581
24866	956	REDUCE	SUCCESS	2	20250	20	17566	17586
24867	956	REDUCE	SUCCESS	2	20251	20	17566	17586
24868	956	REDUCE	SUCCESS	2	20254	20	17566	17586
24869	956	REDUCE	SUCCESS	2	20255	20	17566	17586
24870	956	REDUCE	SUCCESS	2	20258	20	17566	17586
24871	956	REDUCE	SUCCESS	2	20259	20	17566	17586
24893	960	MAP	SUCCESS	2	20776	101	17486	17587
24900	961	MAP	SUCCESS	2	18796	99	17488	17587
24907	962	MAP	SUCCESS	2	19797	97	17493	17590
24873	957	REDUCE	SUCCESS	2	20262	20	17574	17594
24874	957	REDUCE	SUCCESS	2	20263	20	17574	17594
24875	957	REDUCE	SUCCESS	2	20266	20	17574	17594
24876	957	REDUCE	SUCCESS	2	20267	20	17574	17594
24877	957	REDUCE	SUCCESS	2	20270	20	17574	17594
24878	957	REDUCE	SUCCESS	2	20271	20	17574	17594
24880	958	REDUCE	SUCCESS	2	20274	20	17576	17596
24881	958	REDUCE	SUCCESS	2	20275	20	17576	17596
24882	958	REDUCE	SUCCESS	2	20278	20	17576	17596
24883	958	REDUCE	SUCCESS	2	20279	20	17576	17596
24884	958	REDUCE	SUCCESS	2	20282	20	17576	17596
24885	958	REDUCE	SUCCESS	2	20283	20	17576	17596
24887	959	REDUCE	SUCCESS	2	20286	20	17578	17598
24888	959	REDUCE	SUCCESS	2	20287	20	17578	17598
24889	959	REDUCE	SUCCESS	2	20290	20	17578	17598
24890	959	REDUCE	SUCCESS	2	20291	20	17578	17598
24891	959	REDUCE	SUCCESS	2	20294	20	17578	17598
24892	959	REDUCE	SUCCESS	2	20295	20	17578	17598
24921	964	MAP	SUCCESS	2	18801	101	17499	17600
24894	960	REDUCE	SUCCESS	2	20298	20	17587	17607
24895	960	REDUCE	SUCCESS	2	20299	20	17587	17607
24896	960	REDUCE	SUCCESS	2	20302	20	17587	17607
24897	960	REDUCE	SUCCESS	2	20303	20	17587	17607
24898	960	REDUCE	SUCCESS	2	20306	20	17587	17607
24899	960	REDUCE	SUCCESS	2	20307	20	17587	17607
24901	961	REDUCE	SUCCESS	2	20310	20	17587	17607
24902	961	REDUCE	SUCCESS	2	20311	20	17587	17607
24903	961	REDUCE	SUCCESS	2	20314	20	17587	17607
24904	961	REDUCE	SUCCESS	2	20315	20	17587	17607
24905	961	REDUCE	SUCCESS	2	20318	20	17587	17607
24906	961	REDUCE	SUCCESS	2	20319	20	17587	17607
24928	965	MAP	SUCCESS	2	19805	100	17509	17609
24908	962	REDUCE	SUCCESS	2	20322	20	17590	17610
24909	962	REDUCE	SUCCESS	2	20323	20	17590	17610
24910	962	REDUCE	SUCCESS	2	20326	20	17590	17610
24911	962	REDUCE	SUCCESS	2	20327	20	17590	17610
24912	962	REDUCE	SUCCESS	2	20330	20	17590	17610
24913	962	REDUCE	SUCCESS	2	20331	20	17590	17610
24949	968	MAP	SUCCESS	2	18812	95	17518	17613
25418	969	MAP	SUCCESS	2	20800	95	17519	17614
25535	969	MAP	SUCCESS	2	18804	95	17519	17614
25202	969	MAP	SUCCESS	2	20804	95	17519	17614
26294	969	MAP	SUCCESS	2	2808	95	17519	17614
25310	969	MAP	SUCCESS	2	20812	95	17519	17614
25422	969	MAP	SUCCESS	2	18816	95	17519	17614
26299	969	MAP	SUCCESS	2	2817	95	17519	17614
25423	969	MAP	SUCCESS	2	20817	95	17519	17614
25092	969	MAP	SUCCESS	2	20825	95	17519	17614
25951	969	MAP	SUCCESS	2	20832	95	17519	17614
24964	969	MAP	SUCCESS	2	19840	95	17519	17614
26812	969	MAP	SUCCESS	2	3844	95	17519	17614
26314	969	MAP	SUCCESS	2	2848	95	17519	17614
25757	969	MAP	SUCCESS	2	19848	95	17519	17614
25685	969	MAP	SUCCESS	2	18849	95	17519	17614
25208	969	MAP	SUCCESS	2	19856	95	17519	17614
25316	969	MAP	SUCCESS	2	20857	95	17519	17614
26320	969	MAP	SUCCESS	2	2860	95	17519	17614
26076	969	MAP	SUCCESS	2	18860	95	17519	17614
26828	969	MAP	SUCCESS	2	3876	95	17519	17614
25916	969	MAP	SUCCESS	2	19876	95	17519	17614
26332	969	MAP	SUCCESS	2	2884	95	17519	17614
25100	969	MAP	SUCCESS	2	19884	95	17519	17614
26833	969	MAP	SUCCESS	2	3885	95	17519	17614
25543	969	MAP	SUCCESS	2	18892	95	17519	17614
26340	969	MAP	SUCCESS	2	2900	95	17519	17614
25104	969	MAP	SUCCESS	2	19908	95	17519	17614
25962	969	MAP	SUCCESS	2	19913	95	17519	17614
26850	969	MAP	SUCCESS	2	3920	95	17519	17614
25330	969	MAP	SUCCESS	2	19920	95	17519	17614
25965	969	MAP	SUCCESS	2	19933	95	17519	17614
26858	969	MAP	SUCCESS	2	3936	95	17519	17614
25995	969	MAP	SUCCESS	2	19940	95	17519	17614
26364	969	MAP	SUCCESS	2	2948	95	17519	17614
25997	969	MAP	SUCCESS	2	18957	95	17519	17614
26871	969	MAP	SUCCESS	2	3961	95	17519	17614
26376	969	MAP	SUCCESS	2	2972	95	17519	17614
25435	969	MAP	SUCCESS	2	19973	95	17519	17614
25917	969	MAP	SUCCESS	2	18977	95	17519	17614
26385	969	MAP	SUCCESS	2	2989	95	17519	17614
26090	969	MAP	SUCCESS	2	19996	95	17519	17614
26894	969	MAP	SUCCESS	2	4008	95	17519	17614
25440	969	MAP	SUCCESS	2	20013	95	17519	17614
25798	969	MAP	SUCCESS	2	20020	95	17519	17614
26404	969	MAP	SUCCESS	2	3028	95	17519	17614
26907	969	MAP	SUCCESS	2	4033	95	17519	17614
25441	969	MAP	SUCCESS	2	19041	95	17519	17614
26914	969	MAP	SUCCESS	2	4048	95	17519	17614
26917	969	MAP	SUCCESS	2	4053	95	17519	17614
25340	969	MAP	SUCCESS	2	20053	95	17519	17614
26418	969	MAP	SUCCESS	2	3056	95	17519	17614
26921	969	MAP	SUCCESS	2	4061	95	17519	17614
26422	969	MAP	SUCCESS	2	3064	95	17519	17614
25342	969	MAP	SUCCESS	2	20064	95	17519	17614
26423	969	MAP	SUCCESS	2	3065	95	17519	17614
26103	969	MAP	SUCCESS	2	20084	95	17519	17614
26435	969	MAP	SUCCESS	2	3089	95	17519	17614
25891	969	MAP	SUCCESS	2	20093	95	17519	17614
24989	969	MAP	SUCCESS	2	20113	95	17519	17614
25457	969	MAP	SUCCESS	2	19128	95	17519	17614
26459	969	MAP	SUCCESS	2	3137	95	17519	17614
25696	969	MAP	SUCCESS	2	19141	95	17519	17614
25561	969	MAP	SUCCESS	2	19148	95	17519	17614
24994	969	MAP	SUCCESS	2	19149	95	17519	17614
24997	969	MAP	SUCCESS	2	20160	95	17519	17614
25769	969	MAP	SUCCESS	2	19161	95	17519	17614
26473	969	MAP	SUCCESS	2	3165	95	17519	17614
25127	969	MAP	SUCCESS	2	16165	95	17519	17614
25893	969	MAP	SUCCESS	2	19169	95	17519	17614
26476	969	MAP	SUCCESS	2	3172	95	17519	17614
25894	969	MAP	SUCCESS	2	20180	95	17519	17614
25925	969	MAP	SUCCESS	2	20181	95	17519	17614
25830	969	MAP	SUCCESS	2	19185	95	17519	17614
26488	969	MAP	SUCCESS	2	3196	95	17519	17614
25831	969	MAP	SUCCESS	2	20217	95	17519	17614
26501	969	MAP	SUCCESS	2	3221	95	17519	17614
25701	969	MAP	SUCCESS	2	19225	95	17519	17614
26507	969	MAP	SUCCESS	2	3233	95	17519	17614
26509	969	MAP	SUCCESS	2	3237	95	17519	17614
25569	969	MAP	SUCCESS	2	19237	95	17519	17614
26514	969	MAP	SUCCESS	2	3248	95	17519	17614
26518	969	MAP	SUCCESS	2	3256	95	17519	17614
25896	969	MAP	SUCCESS	2	20276	95	17519	17614
26529	969	MAP	SUCCESS	2	3277	95	17519	17614
26541	969	MAP	SUCCESS	2	3301	95	17519	17614
25872	969	MAP	SUCCESS	2	19305	95	17519	17614
25873	969	MAP	SUCCESS	2	20313	95	17519	17614
25835	969	MAP	SUCCESS	2	19316	95	17519	17614
25478	969	MAP	SUCCESS	2	19332	95	17519	17614
25806	969	MAP	SUCCESS	2	20336	95	17519	17614
25672	969	MAP	SUCCESS	2	19337	95	17519	17614
25366	969	MAP	SUCCESS	2	20352	95	17519	17614
25367	969	MAP	SUCCESS	2	20356	95	17519	17614
25775	969	MAP	SUCCESS	2	20369	95	17519	17614
25484	969	MAP	SUCCESS	2	19377	95	17519	17614
25674	969	MAP	SUCCESS	2	19384	95	17519	17614
26585	969	MAP	SUCCESS	2	3389	95	17519	17614
25142	969	MAP	SUCCESS	2	20396	95	17519	17614
25776	969	MAP	SUCCESS	2	20397	95	17519	17614
26592	969	MAP	SUCCESS	2	3404	95	17519	17614
25143	969	MAP	SUCCESS	2	20404	95	17519	17614
26593	969	MAP	SUCCESS	2	3405	95	17519	17614
26129	969	MAP	SUCCESS	2	20405	95	17519	17614
26595	969	MAP	SUCCESS	2	3409	95	17519	17614
25145	969	MAP	SUCCESS	2	19412	95	17519	17614
26598	969	MAP	SUCCESS	2	3416	95	17519	17614
26607	969	MAP	SUCCESS	2	3433	95	17519	17614
26609	969	MAP	SUCCESS	2	3437	95	17519	17614
25028	969	MAP	SUCCESS	2	19452	95	17519	17614
25735	969	MAP	SUCCESS	2	19461	95	17519	17614
25494	969	MAP	SUCCESS	2	20461	95	17519	17614
26622	969	MAP	SUCCESS	2	3464	95	17519	17614
25583	969	MAP	SUCCESS	2	19465	95	17519	17614
26038	969	MAP	SUCCESS	2	20476	95	17519	17614
25585	969	MAP	SUCCESS	2	19485	95	17519	17614
25736	969	MAP	SUCCESS	2	20492	95	17519	17614
26640	969	MAP	SUCCESS	2	3500	95	17519	17614
25879	969	MAP	SUCCESS	2	19501	95	17519	17614
25586	969	MAP	SUCCESS	2	18505	95	17519	17614
25157	969	MAP	SUCCESS	2	20505	95	17519	17614
26141	969	MAP	SUCCESS	2	20512	95	17519	17614
25709	969	MAP	SUCCESS	2	18513	95	17519	17614
25588	969	MAP	SUCCESS	2	19520	95	17519	17614
25503	969	MAP	SUCCESS	2	19529	95	17519	17614
26658	969	MAP	SUCCESS	2	3536	95	17519	17614
25739	969	MAP	SUCCESS	2	20536	95	17519	17614
25161	969	MAP	SUCCESS	2	18537	95	17519	17614
25783	969	MAP	SUCCESS	2	19540	95	17519	17614
26662	969	MAP	SUCCESS	2	3544	95	17519	17614
25270	969	MAP	SUCCESS	2	19544	95	17519	17614
25271	969	MAP	SUCCESS	2	20549	95	17519	17614
25273	969	MAP	SUCCESS	2	19553	95	17519	17614
25047	969	MAP	SUCCESS	2	19564	95	17519	17614
26674	969	MAP	SUCCESS	2	3568	95	17519	17614
25980	969	MAP	SUCCESS	2	20572	95	17519	17614
26678	969	MAP	SUCCESS	2	3576	95	17519	17614
26179	969	MAP	SUCCESS	2	2577	95	17519	17614
25740	969	MAP	SUCCESS	2	20577	95	17519	17614
25842	969	MAP	SUCCESS	2	20584	95	17519	17614
25050	969	MAP	SUCCESS	2	20585	95	17519	17614
26684	969	MAP	SUCCESS	2	3588	95	17519	17614
26688	969	MAP	SUCCESS	2	3596	95	17519	17614
26189	969	MAP	SUCCESS	2	2597	95	17519	17614
25981	969	MAP	SUCCESS	2	20597	95	17519	17614
26190	969	MAP	SUCCESS	2	2600	95	17519	17614
26195	969	MAP	SUCCESS	2	2609	95	17519	17614
25282	969	MAP	SUCCESS	2	20609	95	17519	17614
25814	969	MAP	SUCCESS	2	18616	95	17519	17614
26199	969	MAP	SUCCESS	2	2617	95	17519	17614
25741	969	MAP	SUCCESS	2	20617	95	17519	17614
26701	969	MAP	SUCCESS	2	3621	95	17519	17614
26153	969	MAP	SUCCESS	2	19621	95	17519	17614
25178	969	MAP	SUCCESS	2	20641	95	17519	17614
26021	969	MAP	SUCCESS	2	19644	95	17519	17614
25910	969	MAP	SUCCESS	2	18648	95	17519	17614
25392	969	MAP	SUCCESS	2	19668	95	17519	17614
26225	969	MAP	SUCCESS	2	2669	95	17519	17614
25180	969	MAP	SUCCESS	2	19669	95	17519	17614
25521	969	MAP	SUCCESS	2	20672	95	17519	17614
26227	969	MAP	SUCCESS	2	2673	95	17519	17614
25069	969	MAP	SUCCESS	2	18681	95	17519	17614
26232	969	MAP	SUCCESS	2	2684	95	17519	17614
26732	969	MAP	SUCCESS	2	3684	95	17519	17614
26246	969	MAP	SUCCESS	2	2712	95	17519	17614
25638	969	MAP	SUCCESS	2	18712	95	17519	17614
26249	969	MAP	SUCCESS	2	2717	95	17519	17614
26057	969	MAP	SUCCESS	2	20717	95	17519	17614
25527	969	MAP	SUCCESS	2	19721	95	17519	17614
25404	969	MAP	SUCCESS	2	20724	95	17519	17614
26253	969	MAP	SUCCESS	2	2725	95	17519	17614
25748	969	MAP	SUCCESS	2	18740	95	17519	17614
25532	969	MAP	SUCCESS	2	18741	95	17519	17614
26768	969	MAP	SUCCESS	2	3756	95	17519	17614
26275	969	MAP	SUCCESS	2	2769	95	17519	17614
25304	969	MAP	SUCCESS	2	18773	95	17519	17614
26278	969	MAP	SUCCESS	2	2776	95	17519	17614
25086	969	MAP	SUCCESS	2	19789	95	17519	17614
26786	969	MAP	SUCCESS	2	3792	95	17519	17614
25413	969	MAP	SUCCESS	2	19792	95	17519	17614
25415	969	MAP	SUCCESS	2	20793	95	17519	17614
26290	969	MAP	SUCCESS	2	2800	96	17519	17615
26790	969	MAP	SUCCESS	2	3800	96	17519	17615
25419	969	MAP	SUCCESS	2	19801	96	17519	17615
26293	969	MAP	SUCCESS	2	2805	96	17519	17615
26297	969	MAP	SUCCESS	2	2813	96	17519	17615
26798	969	MAP	SUCCESS	2	3816	96	17519	17615
25656	969	MAP	SUCCESS	2	18820	96	17519	17615
24958	969	MAP	SUCCESS	2	15825	96	17519	17615
26306	969	MAP	SUCCESS	2	2832	96	17519	17615
25537	969	MAP	SUCCESS	2	19837	96	17519	17615
26311	969	MAP	SUCCESS	2	2841	96	17519	17615
26074	969	MAP	SUCCESS	2	20844	96	17519	17615
26319	969	MAP	SUCCESS	2	2857	96	17519	17615
26079	969	MAP	SUCCESS	2	20868	96	17519	17615
26825	969	MAP	SUCCESS	2	3869	96	17519	17615
25541	969	MAP	SUCCESS	2	19872	96	17519	17615
25544	969	MAP	SUCCESS	2	18896	96	17519	17615
